monthly_txn_count,avg_txn_amount_usd,wallet_balance_trend,airtime_recharge_freq,airtime_avg_amount_usd,has_savings_account,savings_consistency_score,monthly_savings_usd,has_prior_loan,prior_loan_repayment_rate,days_late_avg,network_diversity_score,bill_payment_regularity,merchant_payment_count,loan_amount_requested_usd,loan_duration_weeks,txn_intensity,savings_commitment_ratio,airtime_stability,no_prior_loan_flag
17,77.92,0.831,14,2.58,1,64.0,61.94,0,,,70.0,94.0,8,83.95,4,12.6264,0.7848,0.172,1
10,25.01,0.263,5,2.17,0,0.0,0.0,1,0.614,66.5,28.0,83.0,4,305.15,24,7.8135,0.0,0.3617,0
17,64.09,1.153,13,4.21,0,21.0,0.0,0,,,68.0,63.0,3,312.95,8,12.0695,0.0,0.3007,1
16,38.19,-0.715,12,1.64,1,17.0,8.46,0,,,16.0,39.0,4,790.79,4,10.3934,0.2159,0.1262,1
31,122.94,-0.121,17,7.41,1,62.0,97.24,0,,,51.0,49.0,7,876.84,52,16.7041,0.7846,0.4117,1
23,53.4,0.603,13,2.85,0,0.0,0.0,0,,,58.0,88.0,5,102.3,4,12.7007,0.0,0.2036,1
26,76.75,-0.214,19,3.51,0,14.0,0.0,0,,,34.0,71.0,10,273.26,12,14.3484,0.0,0.1755,1
7,29.38,-1.246,9,1.76,1,99.0,16.31,0,,,42.0,88.0,4,117.12,12,7.0988,0.5369,0.176,1
18,101.6,-1.711,6,3.36,0,1.0,0.0,1,0.699,2.3,43.0,38.0,4,34.01,12,13.6352,0.0,0.48,0
15,23.07,-0.314,11,2.1,0,1.0,0.0,0,,,53.0,10.0,1,385.62,12,8.8195,0.0,0.175,1
15,97.55,-0.543,17,7.4,0,5.0,0.0,1,0.653,10.3,84.0,71.0,5,219.57,12,12.7277,0.0,0.4111,0
14,29.3,0.188,16,2.19,1,71.0,36.92,1,0.786,22.1,32.0,87.0,6,830.13,24,9.2376,1.2185,0.1288,0
8,31.15,-0.111,11,2.15,1,52.0,23.27,1,0.655,6.1,72.0,25.0,3,307.85,8,7.6253,0.7238,0.1792,0
18,21.79,-0.424,14,1.92,1,72.0,18.75,1,0.69,14.2,70.0,95.0,4,205.41,12,9.2053,0.8227,0.128,0
14,28.19,0.505,6,1.66,0,2.0,0.0,0,,,61.0,72.0,0,237.14,12,9.1365,0.0,0.2371,1
17,35.09,0.245,12,3.17,0,3.0,0.0,1,0.885,10.3,50.0,95.0,3,129.57,24,10.3649,0.0,0.2438,0
13,52.22,0.13,16,1.26,1,72.0,21.64,1,0.472,4.5,39.0,69.0,7,413.24,12,10.4888,0.4066,0.0741,0
31,143.4,0.025,15,2.99,1,71.0,48.45,0,,,69.0,95.0,11,193.48,12,17.2337,0.3355,0.1869,1
24,42.21,0.69,18,3.19,1,72.0,23.45,0,,,24.0,51.0,7,226.09,4,12.1225,0.5427,0.1679,1
14,40.9,0.239,16,1.85,1,67.0,33.3,0,,,65.0,60.0,4,242.03,12,10.1153,0.7947,0.1088,1
9,32.54,0.717,15,2.49,1,56.0,15.89,1,0.441,28.8,32.0,46.0,3,300.3,8,8.0884,0.4738,0.1556,0
15,18.87,0.827,17,2.05,1,77.0,23.26,0,,,82.0,67.0,7,537.33,24,8.2879,1.1706,0.1139,1
12,71.42,0.312,16,1.84,1,86.0,17.25,0,,,65.0,15.0,2,534.77,12,10.9844,0.2382,0.1082,1
28,42.52,1.056,16,3.46,0,1.0,0.0,1,0.856,2.9,27.0,39.0,6,83.8,12,12.7056,0.0,0.2035,0
13,30.25,0.793,11,2.97,0,2.0,0.0,0,,,37.0,51.0,4,235.12,4,9.0837,0.0,0.2475,1
11,69.63,-0.883,12,1.71,1,52.0,10.65,1,0.856,26.4,71.0,64.0,6,525.69,8,10.5794,0.1508,0.1315,0
17,29.06,-0.906,14,3.74,1,96.0,16.03,1,0.728,2.4,65.0,80.0,5,445.82,12,9.8365,0.5333,0.2493,0
20,59.87,0.424,10,2.54,0,5.0,0.0,1,0.728,6.3,68.0,61.0,10,124.49,12,12.5092,0.0,0.2309,0
25,85.98,-0.408,15,7.42,0,2.0,0.0,0,,,93.0,29.0,14,177.53,8,14.5496,0.0,0.4638,1
19,158.45,1.332,13,2.39,0,1.0,0.0,1,0.836,7.5,56.0,66.0,10,429.86,24,15.1935,0.0,0.1707,0
28,66.91,1.164,16,6.31,0,9.0,0.0,1,0.416,7.5,29.0,89.0,9,540.09,12,14.2039,0.0,0.3712,0
12,40.53,-0.46,8,1.76,1,68.0,8.22,0,,,66.0,9.0,6,271.4,4,9.5581,0.1979,0.1956,1
12,57.4,-0.765,19,5.14,1,49.0,12.71,1,0.741,0.2,55.0,44.0,7,298.14,8,10.4325,0.2176,0.257,0
23,60.47,1.553,14,8.92,0,23.0,0.0,0,,,78.0,68.0,6,513.56,4,13.089,0.0,0.5947,1
8,80.97,0.099,5,2.28,1,79.0,27.53,1,0.974,7.9,9.0,67.0,5,254.38,12,9.6817,0.3359,0.38,0
11,15.82,-0.296,10,5.7,0,6.0,0.0,1,0.41,15.9,59.0,31.0,3,1061.85,4,7.0138,0.0,0.5182,0
6,27.43,-0.064,3,1.25,0,6.0,0.0,0,,,46.0,73.0,0,138.88,4,6.5138,0.0,0.3125,1
20,20.95,0.07,15,3.28,1,54.0,32.92,1,0.701,32.1,44.0,71.0,7,323.57,8,9.4038,1.4998,0.205,0
14,54.83,-0.118,11,2.93,0,1.0,0.0,0,,,38.0,68.0,5,166.65,8,10.8926,0.0,0.2442,1
10,22.3,-0.465,8,1.29,0,7.0,0.0,0,,,64.0,87.0,2,170.43,12,7.5497,0.0,0.1433,1
5,23.38,-1.034,6,3.45,0,11.0,0.0,0,,,16.0,92.0,1,186.12,4,5.7225,0.0,0.4929,1
18,29.8,0.406,9,3.36,0,5.0,0.0,0,,,51.0,49.0,8,241.14,24,10.0921,0.0,0.336,1
16,25.99,-0.771,13,1.53,0,3.0,0.0,1,0.918,21.4,82.0,82.0,3,631.55,4,9.3368,0.0,0.1093,0
10,48.64,0.15,17,1.45,1,58.0,12.35,1,0.956,12.4,24.0,21.0,2,45.88,4,9.3633,0.2488,0.0806,0
28,32.12,1.382,15,6.21,0,0.0,0.0,1,0.716,18.1,61.0,72.0,8,824.97,12,11.786,0.0,0.3881,0
17,69.37,-1.384,14,3.58,0,2.0,0.0,1,0.895,5.1,59.0,75.0,3,349.89,52,12.295,0.0,0.2387,0
18,20.62,-0.121,8,2.12,1,42.0,9.73,0,,,49.0,78.0,5,415.52,24,9.0501,0.45,0.2356,1
15,31.52,-0.335,15,5.46,0,4.0,0.0,0,,,62.0,10.0,5,90.15,8,9.6538,0.0,0.3412,1
11,46.15,-0.496,4,2.66,0,17.0,0.0,0,,,36.0,15.0,3,223.51,24,9.5752,0.0,0.532,1
12,86.12,1.369,17,1.71,1,88.0,30.17,1,0.884,5.9,40.0,8.0,5,222.47,24,11.4584,0.3463,0.095,0
33,79.53,-0.095,24,6.61,0,9.0,0.0,1,0.754,2.9,72.0,65.0,7,921.2,24,15.4759,0.0,0.2644,0
18,38.3,0.074,19,2.26,0,5.0,0.0,1,0.505,37.6,59.0,28.0,7,340.24,24,10.8097,0.0,0.113,0
9,27.51,0.323,11,2.69,1,51.0,15.97,1,0.947,2.4,30.0,56.0,0,342.0,12,7.7142,0.5602,0.2242,0
11,27.9,-0.284,12,5.13,1,60.0,26.12,0,,,46.0,44.0,5,426.62,12,8.3588,0.9038,0.3946,1
22,22.76,0.841,14,4.34,0,6.0,0.0,0,,,50.0,41.0,3,728.01,12,9.9333,0.0,0.2893,1
30,60.78,0.927,17,4.25,1,80.0,55.99,1,0.821,7.6,36.0,26.0,10,236.6,4,14.1603,0.9063,0.2361,0
15,12.25,0.07,14,1.78,0,20.0,0.0,1,0.782,30.9,18.0,77.0,7,190.25,12,7.1644,0.0,0.1187,0
35,301.65,0.603,25,4.83,0,1.0,0.0,1,0.935,2.2,79.0,65.0,16,1525.39,8,20.4711,0.0,0.1858,0
21,130.23,1.338,13,5.32,0,3.0,0.0,1,0.403,2.1,14.0,84.0,8,182.7,24,15.0749,0.0,0.38,0
13,61.72,-0.318,12,3.13,1,72.0,18.39,1,0.942,0.7,63.0,44.0,6,890.08,4,10.9222,0.2932,0.2408,0
7,68.51,-0.862,12,2.84,0,8.0,0.0,1,0.436,2.0,16.0,76.0,2,288.03,4,8.8199,0.0,0.2185,0
14,31.01,0.221,10,2.59,1,75.0,11.55,0,,,35.0,66.0,5,369.36,12,9.3862,0.3608,0.2355,1
20,71.16,0.341,14,1.22,0,8.0,0.0,0,,,68.0,89.0,10,272.68,12,13.0272,0.0,0.0813,1
13,49.98,-0.7,9,4.68,0,0.0,0.0,0,,,39.0,46.0,5,328.83,12,10.3753,0.0,0.468,1
30,107.75,0.691,11,1.56,0,2.0,0.0,0,,,84.0,60.0,10,631.21,8,16.1021,0.0,0.13,1
18,105.42,0.375,9,2.84,1,63.0,69.09,1,0.504,2.0,57.0,68.0,6,359.89,8,13.7429,0.6492,0.284,0
18,84.23,-0.171,11,1.54,0,4.0,0.0,0,,,62.0,47.0,5,665.52,8,13.0891,0.0,0.1283,1
20,67.6,1.094,16,4.53,1,66.0,25.63,0,,,91.0,49.0,3,194.34,24,12.8731,0.3736,0.2665,1
25,96.26,0.802,25,4.21,1,64.0,50.36,0,,,58.0,63.0,7,118.47,12,14.9136,0.5178,0.1619,1
13,31.9,0.848,11,2.86,1,89.0,22.7,0,,,53.0,55.0,2,193.35,8,9.2195,0.69,0.2383,1
22,110.2,0.65,11,2.68,1,45.0,37.68,0,,,59.0,65.0,14,426.13,4,14.7723,0.3388,0.2233,1
19,50.43,0.035,15,3.41,1,65.0,10.33,1,0.647,3.6,65.0,70.0,6,380.09,4,11.8038,0.2009,0.2131,0
8,89.84,-0.446,9,1.69,0,1.0,0.0,0,,,17.0,87.0,3,149.09,8,9.9075,0.0,0.169,1
13,13.74,-0.331,22,3.09,1,44.0,22.79,0,,,45.0,92.0,8,514.13,8,7.1006,1.5461,0.1343,1
22,77.47,1.474,24,6.32,1,49.0,83.93,0,,,61.0,84.0,15,198.11,8,13.6793,1.0696,0.2528,1
12,9.48,-0.734,11,1.79,0,8.0,0.0,0,,,78.0,48.0,1,97.93,4,6.0263,0.0,0.1492,1
15,51.54,-0.068,10,2.5,1,37.0,26.13,0,,,61.0,93.0,9,1126.04,4,10.9838,0.4973,0.2273,1
9,73.71,-1.239,16,2.4,0,7.0,0.0,1,0.797,8.0,21.0,52.0,4,542.49,52,9.9325,0.0,0.1412,0
26,64.41,0.742,23,4.4,0,10.0,0.0,1,0.973,2.8,53.0,50.0,9,1488.79,8,13.7788,0.0,0.1833,0
19,38.7,-0.045,23,6.18,0,1.0,0.0,0,,,68.0,66.0,8,218.32,4,11.0283,0.0,0.2575,1
28,155.49,0.025,18,2.25,0,4.0,0.0,1,0.653,9.7,25.0,89.0,10,76.43,24,17.0149,0.0,0.1184,0
20,167.28,0.505,22,6.41,1,39.0,24.81,0,,,63.0,66.0,8,1179.33,12,15.6051,0.1474,0.2787,1
10,17.88,-0.323,8,1.56,0,1.0,0.0,0,,,33.0,89.0,1,202.85,24,7.0453,0.0,0.1733,1
24,105.37,0.18,18,7.03,1,70.0,49.22,0,,,44.0,86.0,4,273.8,4,15.0222,0.4627,0.37,1
10,41.79,-0.179,12,1.52,0,3.0,0.0,0,,,47.0,71.0,1,207.91,12,9.0072,0.0,0.1169,1
17,38.91,0.482,13,5.12,0,4.0,0.0,0,,,58.0,83.0,7,265.35,4,10.6557,0.0,0.3657,1
15,26.66,-0.172,9,1.92,0,7.0,0.0,1,0.883,14.6,62.0,25.0,1,1043.59,8,9.205,0.0,0.192,0
6,65.11,-0.941,12,1.4,0,6.0,0.0,1,0.799,1.8,55.0,51.0,4,371.8,8,8.1559,0.0,0.1077,0
15,32.73,-0.783,7,3.88,0,1.0,0.0,1,0.639,4.3,65.0,54.0,3,165.74,52,9.755,0.0,0.485,0
11,113.88,0.225,10,7.67,1,51.0,9.92,0,,,66.0,44.0,5,275.59,8,11.7881,0.0864,0.6973,1
14,150.05,0.258,12,1.63,0,8.0,0.0,0,,,53.0,50.0,6,334.32,8,13.5879,0.0,0.1254,1
19,20.96,1.333,11,2.73,1,64.0,17.2,1,0.71,5.4,27.0,60.0,9,688.89,12,9.2545,0.7832,0.2275,0
7,29.94,-0.434,8,0.8,1,30.0,24.94,1,0.856,7.2,46.0,37.0,1,110.2,52,7.1367,0.8061,0.0889,0
17,52.41,0.356,14,5.43,0,10.0,0.0,1,0.858,19.9,55.0,67.0,10,217.61,24,11.4979,0.0,0.362,0
18,41.85,-0.237,14,2.88,1,73.0,21.74,0,,,53.0,71.0,10,535.38,4,11.0643,0.5074,0.192,1
5,76.48,-0.428,9,1.46,1,45.0,16.76,0,,,31.0,58.0,1,76.38,8,7.7942,0.2163,0.146,1
30,44.88,1.344,23,3.53,0,14.0,0.0,0,,,29.0,59.0,9,275.81,8,13.1385,0.0,0.1471,1
13,106.42,-0.127,18,1.63,0,5.0,0.0,0,,,42.0,78.0,9,429.69,8,12.3422,0.0,0.0858,1
26,24.03,-0.195,11,2.79,1,63.0,39.36,0,,,28.0,39.0,11,192.1,8,10.6128,1.5725,0.2325,1
26,62.12,0.487,17,6.88,1,86.0,35.05,0,,,74.0,28.0,6,186.2,12,13.6614,0.5553,0.3822,1
28,55.44,1.268,13,5.18,0,2.0,0.0,1,0.494,3.9,18.0,64.0,7,467.22,4,13.5809,0.0,0.37,0
14,11.35,-1.182,8,2.09,0,20.0,0.0,0,,,42.0,33.0,3,194.14,4,6.8071,0.0,0.2322,1
12,15.62,0.268,16,1.25,1,30.0,21.96,0,,,23.0,89.0,6,518.36,4,7.2091,1.3213,0.0735,1
5,12.17,0.352,13,2.34,0,10.0,0.0,1,0.944,0.1,69.0,62.0,3,132.13,4,4.6191,0.0,0.1671,0
10,14.64,-0.79,8,3.74,1,82.0,14.1,0,,,54.0,43.0,0,1391.34,12,6.5938,0.9015,0.4156,1
18,17.7,-0.107,13,7.33,1,67.0,96.44,0,,,69.0,75.0,3,1108.56,4,8.6229,5.1572,0.5236,1
12,10.67,-0.073,7,4.05,0,0.0,0.0,0,,,38.0,27.0,5,785.04,8,6.3021,0.0,0.5062,1
19,95.67,1.131,18,6.04,0,6.0,0.0,0,,,49.0,49.0,5,170.66,24,13.6944,0.0,0.3179,1
20,43.92,1.005,16,3.04,0,13.0,0.0,1,0.856,5.4,37.0,63.0,7,1325.23,4,11.5841,0.0,0.1788,0
21,68.39,1.056,10,1.79,0,5.0,0.0,1,0.845,3.5,69.0,67.0,13,741.63,8,13.1052,0.0,0.1627,0
34,46.81,1.319,20,5.47,1,51.0,59.11,0,,,52.0,76.0,8,631.68,4,13.7494,1.2364,0.2605,1
4,24.62,-1.322,6,3.73,1,91.0,8.98,1,0.757,44.6,21.0,42.0,1,117.92,4,5.22,0.3505,0.5329,0
7,22.93,-0.88,13,1.96,0,2.0,0.0,0,,,56.0,93.0,3,33.32,4,6.6025,0.0,0.14,1
20,28.93,0.366,11,4.38,0,26.0,0.0,0,,,69.0,83.0,4,320.52,8,10.3479,0.0,0.365,1
13,67.9,-0.924,15,2.98,0,0.0,0.0,0,,,33.0,37.0,4,185.68,24,11.1702,0.0,0.1862,1
5,33.46,-0.232,12,0.94,1,72.0,22.75,1,0.567,5.6,70.0,60.0,5,64.1,52,6.3425,0.6602,0.0723,0
27,60.18,0.956,25,4.16,0,2.0,0.0,1,0.93,12.3,65.0,92.0,13,855.17,12,13.7081,0.0,0.16,0
11,96.39,0.65,15,5.31,0,13.0,0.0,1,0.675,0.4,12.0,74.0,4,260.3,12,11.3777,0.0,0.3319,0
19,28.48,1.183,8,1.07,0,3.0,0.0,1,0.833,9.4,23.0,78.0,4,256.23,12,10.1367,0.0,0.1189,0
17,66.94,0.554,15,4.69,1,49.0,13.4,1,0.74,4.0,26.0,39.0,7,244.78,4,12.1934,0.1972,0.2931,0
8,20.62,-0.696,12,1.07,1,16.0,20.9,1,0.811,26.6,56.0,12.0,3,341.32,4,6.7534,0.9667,0.0823,0
8,90.34,-0.424,12,1.23,1,39.0,18.1,0,,,69.0,62.0,4,172.97,4,9.9196,0.1982,0.0946,1
16,50.2,1.531,13,3.31,0,5.0,0.0,0,,,37.0,60.0,5,173.09,12,11.1508,0.0,0.2364,1
20,11.63,1.064,16,2.97,1,11.0,17.87,1,0.668,23.7,60.0,39.0,2,183.47,12,7.7211,1.4149,0.1747,0
25,69.53,0.65,16,5.7,1,55.0,37.04,0,,,85.0,76.0,5,269.6,4,13.8666,0.5252,0.3353,1
25,90.27,0.072,25,1.94,0,1.0,0.0,0,,,81.0,44.0,6,1433.78,12,14.7065,0.0,0.0746,1
12,25.54,-0.855,12,0.87,1,71.0,13.62,0,,,74.0,36.0,3,227.41,8,8.4096,0.5132,0.0669,1
16,109.05,-0.43,11,3.57,1,46.0,32.0,1,0.712,0.7,57.0,84.0,6,201.86,8,13.3188,0.2908,0.2975,0
18,26.45,-0.279,12,0.79,0,16.0,0.0,1,0.76,12.6,43.0,22.0,3,123.44,4,9.7531,0.0,0.0608,0
20,86.05,1.679,15,2.04,1,56.0,20.76,1,0.822,10.8,26.0,95.0,2,1411.62,12,13.5983,0.2385,0.1275,0
36,51.51,0.663,19,2.54,0,6.0,0.0,1,0.859,7.2,46.0,75.0,12,124.2,12,14.3029,0.0,0.127,0
11,23.66,-0.531,8,2.88,0,7.0,0.0,0,,,59.0,36.0,1,106.87,24,7.9646,0.0,0.32,1
16,99.34,0.664,7,3.61,1,83.0,18.29,1,0.947,2.7,52.0,53.0,7,251.37,8,13.057,0.1823,0.4512,0
18,51.76,-0.292,8,2.8,0,12.0,0.0,1,0.886,11.4,54.0,60.0,4,880.66,24,11.6769,0.0,0.3111,0
12,67.46,0.775,10,4.71,1,85.0,24.48,1,0.591,2.9,78.0,65.0,13,392.06,8,10.8401,0.3576,0.4282,0
30,182.93,1.238,27,3.39,0,3.0,0.0,1,0.896,10.5,50.0,81.0,2,103.94,12,17.9067,0.0,0.1211,0
12,32.21,-0.637,10,1.03,1,88.0,15.15,0,,,26.0,44.0,8,239.75,24,8.9846,0.4562,0.0936,1
9,18.53,-0.08,11,3.17,0,6.0,0.0,0,,,32.0,16.0,1,384.72,52,6.8432,0.0,0.2642,1
37,60.0,0.215,20,4.79,0,13.0,0.0,0,,,39.0,53.0,6,714.78,12,14.9537,0.0,0.2281,1
4,72.86,0.171,15,1.24,1,79.0,7.56,0,,,61.0,38.0,7,586.46,12,6.9241,0.1024,0.0775,1
5,38.85,-1.361,10,4.16,1,70.0,24.66,0,,,55.0,68.0,3,221.93,8,6.6029,0.6188,0.3782,1
12,39.52,-0.789,13,2.37,1,63.0,18.27,1,0.554,15.9,25.0,80.0,4,280.29,8,9.4949,0.4509,0.1693,0
13,97.93,0.113,12,3.01,0,5.0,0.0,1,0.849,0.6,42.0,51.0,5,112.83,12,12.1249,0.0,0.2315,0
32,48.49,-0.007,25,7.33,0,1.0,0.0,0,,,55.0,60.0,13,358.01,4,13.6426,0.0,0.2819,1
10,21.82,-0.517,11,3.26,1,54.0,37.57,1,0.625,46.6,33.0,60.0,4,285.02,4,7.4997,1.6464,0.2717,0
20,156.9,-0.301,16,4.84,0,8.0,0.0,1,0.961,13.8,29.0,79.0,7,89.58,12,15.4113,0.0,0.2847,0
8,13.0,0.079,11,1.88,0,9.0,0.0,1,0.848,4.7,41.0,43.0,4,117.3,8,5.7986,0.0,0.1567,0
14,39.97,0.217,13,1.97,0,10.0,0.0,1,0.953,14.7,67.0,83.0,4,955.31,24,10.0546,0.0,0.1407,0
20,143.82,0.107,22,3.34,1,68.0,58.68,1,0.918,24.5,48.0,49.0,7,212.66,4,15.148,0.4052,0.1452,0
20,53.37,-0.049,10,4.75,0,9.0,0.0,0,,,55.0,96.0,5,487.79,8,12.1653,0.0,0.4318,1
17,68.26,-0.305,16,3.09,1,51.0,18.71,1,0.756,20.0,23.0,83.0,2,505.93,4,12.249,0.2701,0.1818,0
10,54.33,-0.314,10,4.2,1,43.0,25.66,1,0.789,4.4,34.0,21.0,7,78.25,12,9.6235,0.4638,0.3818,0
31,96.39,-0.136,28,1.95,1,30.0,55.57,0,,,76.0,57.0,13,888.64,8,15.8686,0.5706,0.0672,1
12,111.51,-1.137,9,2.41,0,5.0,0.0,0,,,43.0,77.0,4,99.74,12,12.1144,0.0,0.241,1
20,39.57,-0.673,23,3.16,0,15.0,0.0,0,,,71.0,64.0,7,380.84,52,11.274,0.0,0.1317,1
19,62.36,1.144,13,2.74,0,5.0,0.0,1,0.681,14.7,61.0,71.0,7,249.47,8,12.4288,0.0,0.1957,0
11,27.73,-0.934,10,3.79,0,4.0,0.0,1,0.972,1.9,62.0,87.0,7,593.27,8,8.3442,0.0,0.3445,0
32,44.24,-0.049,17,3.63,0,3.0,0.0,0,,,62.0,52.0,13,491.81,8,13.3286,0.0,0.2017,1
14,53.62,0.188,15,2.29,0,4.0,0.0,1,0.633,17.6,73.0,46.0,8,208.19,52,10.8333,0.0,0.1431,0
9,86.62,-0.135,13,1.74,0,3.0,0.0,1,0.682,7.9,69.0,74.0,5,166.48,4,10.2995,0.0,0.1243,0
17,46.59,0.35,10,3.78,1,36.0,22.12,1,0.665,21.9,39.0,68.0,4,231.49,8,11.1644,0.4648,0.3436,0
42,163.56,1.821,17,6.43,0,2.0,0.0,1,0.726,9.3,67.0,64.0,12,577.23,8,19.1944,0.0,0.3572,0
24,69.25,1.454,17,5.84,1,82.0,103.93,0,,,70.0,80.0,7,598.09,4,13.6869,1.4794,0.3244,1
20,31.22,1.075,12,2.58,0,5.0,0.0,1,0.731,3.6,74.0,58.0,9,263.4,8,10.5724,0.0,0.1985,0
13,26.55,-0.184,10,3.41,0,5.0,0.0,0,,,58.0,37.0,5,158.14,4,8.7511,0.0,0.31,1
12,22.07,-1.087,9,2.83,1,28.0,12.97,1,0.637,16.3,78.0,58.0,2,128.16,8,8.0502,0.5622,0.283,0
25,19.26,0.652,17,3.8,1,44.0,31.46,0,,,30.0,57.0,3,355.21,12,9.8025,1.5528,0.2111,1
16,108.62,0.463,7,4.78,1,57.0,15.81,1,0.848,19.6,38.0,73.0,4,796.29,12,13.3077,0.1442,0.5975,0
20,34.35,0.835,9,4.31,0,21.0,0.0,0,,,53.0,65.0,3,1167.1,12,10.8546,0.0,0.431,1
13,25.49,-0.68,15,1.9,0,2.0,0.0,1,0.609,0.5,23.0,61.0,4,179.61,8,8.6476,0.0,0.1188,0
17,63.22,-0.384,8,2.5,0,11.0,0.0,0,,,49.0,22.0,8,297.3,24,12.0306,0.0,0.2778,1
11,36.62,-0.384,9,2.3,0,8.0,0.0,1,0.914,2.7,71.0,84.0,5,955.63,8,9.0141,0.0,0.23,0
8,40.99,-1.176,10,2.82,0,4.0,0.0,0,,,40.0,47.0,3,95.35,12,8.212,0.0,0.2564,1
15,42.78,0.441,9,3.43,0,8.0,0.0,1,0.93,18.3,30.0,77.0,3,379.41,12,10.4781,0.0,0.343,0
15,46.65,-0.29,10,3.78,0,5.0,0.0,1,0.682,6.2,26.0,45.0,3,866.47,8,10.713,0.0,0.3436,0
21,85.04,0.85,8,2.16,0,1.0,0.0,0,,,83.0,79.0,13,312.81,8,13.77,0.0,0.24,1
9,62.13,-0.106,9,1.2,0,8.0,0.0,1,0.416,5.9,35.0,34.0,3,92.48,4,9.5447,0.0,0.12,0
18,48.91,-0.358,15,2.14,0,13.0,0.0,1,0.889,13.9,68.0,80.0,7,2255.64,8,11.5134,0.0,0.1338,0
32,170.13,0.819,20,6.54,0,5.0,0.0,0,,,54.0,78.0,7,3509.18,8,17.9805,0.0,0.3114,1
18,40.97,0.699,23,3.58,1,41.0,44.12,1,0.813,1.2,53.0,73.0,7,344.69,12,11.0032,1.0512,0.1492,0
19,70.3,0.002,15,4.2,1,13.0,15.79,0,,,61.0,43.0,7,305.89,4,12.7825,0.2215,0.2625,1
13,59.55,-0.207,14,3.47,0,0.0,0.0,1,0.737,2.9,15.0,59.0,2,146.96,24,10.8293,0.0,0.2313,0
31,30.91,2.123,15,4.44,0,17.0,0.0,1,0.923,12.6,53.0,70.0,9,1330.99,24,12.0016,0.0,0.2775,0
6,25.86,1.014,13,2.02,1,75.0,11.08,0,,,10.0,30.0,4,83.89,8,6.4033,0.4125,0.1443,1
5,28.2,-0.736,11,2.55,0,0.0,0.0,1,0.563,10.5,52.0,53.0,3,103.94,4,6.0457,0.0,0.2125,0
16,64.19,-0.303,18,4.12,0,2.0,0.0,1,0.923,0.5,48.0,54.0,3,569.6,8,11.8352,0.0,0.2168,0
9,34.94,0.433,11,2.09,0,6.0,0.0,0,,,50.0,46.0,4,125.9,4,8.2475,0.0,0.1742,1
21,30.93,0.868,17,1.04,1,79.0,52.1,1,0.766,0.1,43.0,45.0,14,516.76,12,10.706,1.6317,0.0578,0
13,42.06,0.309,18,2.21,1,45.0,24.22,1,0.804,27.9,92.0,60.0,8,213.01,52,9.9297,0.5625,0.1163,0
11,19.28,-0.539,4,0.52,1,55.0,20.08,0,,,54.0,67.0,2,196.69,24,7.4787,0.9901,0.104,1
7,37.92,0.507,10,1.31,1,88.0,15.86,0,,,37.0,51.0,2,78.77,8,7.6139,0.4075,0.1191,1
8,44.4,-0.616,10,4.01,0,2.0,0.0,0,,,59.0,34.0,3,212.53,8,8.3835,0.0,0.3645,1
7,4.45,-1.118,10,1.22,1,94.0,8.08,0,,,69.0,35.0,4,293.95,4,3.5259,1.4826,0.1109,1
18,64.44,1.647,22,6.0,1,60.0,34.66,1,0.852,1.3,64.0,62.0,7,766.0,24,12.3111,0.5296,0.2609,0
12,41.15,-0.395,16,4.08,0,5.0,0.0,0,,,33.0,66.0,4,136.69,4,9.5961,0.0,0.24,1
13,24.43,-0.602,14,1.08,1,33.0,23.18,1,0.908,13.3,46.0,41.0,4,80.19,8,8.5398,0.9115,0.072,0
16,27.5,-1.301,9,1.2,0,3.0,0.0,1,0.96,11.8,41.0,61.0,2,58.99,24,9.491,0.0,0.12,0
24,50.4,-0.237,24,2.24,0,7.0,0.0,0,,,41.0,68.0,6,369.03,12,12.6812,0.0,0.0896,1
20,93.35,-0.322,12,1.91,0,8.0,0.0,0,,,35.0,57.0,9,396.94,4,13.8435,0.0,0.1469,1
12,101.75,0.76,15,5.13,1,65.0,25.03,1,0.904,1.6,67.0,82.0,5,1288.04,24,11.8816,0.2436,0.3206,0
4,7.53,-0.13,5,1.23,0,0.0,0.0,1,0.779,4.4,20.0,16.0,3,129.75,8,3.45,0.0,0.205,0
7,36.86,-0.269,7,2.81,1,79.0,13.56,0,,,23.0,29.0,1,90.12,12,7.5565,0.3582,0.3512,1
8,17.94,-0.544,10,0.86,1,75.0,20.51,0,,,15.0,76.0,5,363.58,52,6.4626,1.0829,0.0782,1
14,80.19,0.02,12,1.83,1,53.0,33.52,1,0.767,21.1,48.0,31.0,3,100.92,12,11.9067,0.4129,0.1408,0
24,127.96,-0.217,18,5.45,1,62.0,54.25,0,,,24.0,64.0,2,330.8,8,15.6421,0.4207,0.2868,1
10,31.31,-0.118,17,1.46,0,1.0,0.0,0,,,77.0,100.0,5,147.96,4,8.3336,0.0,0.0811,1
13,55.18,-0.31,15,4.02,0,1.0,0.0,0,,,32.0,37.0,4,536.18,8,10.6316,0.0,0.2512,1
9,23.35,-0.188,12,1.06,0,11.0,0.0,0,,,24.0,29.0,2,135.43,12,7.3511,0.0,0.0815,1
16,64.62,0.25,16,2.16,1,36.0,22.98,0,,,73.0,27.0,5,448.97,4,11.8538,0.3502,0.1271,1
13,20.31,0.704,17,4.04,1,49.0,45.91,1,0.791,4.1,37.0,56.0,6,387.35,12,8.0733,2.1544,0.2244,0
