region,gender,age,occupation,monthly_txn_count,avg_txn_amount_usd,wallet_balance_trend,airtime_recharge_freq,airtime_avg_amount_usd,has_savings_account,savings_consistency_score,monthly_savings_usd,has_prior_loan,prior_loan_repayment_rate,days_late_avg,network_diversity_score,bill_payment_regularity,merchant_payment_count,loan_amount_requested_usd,loan_duration_weeks,repaid
East Africa,Male,64,Self-employed,8,45.93,-0.131,12,3.35,0,5.0,0.0,1,0.557,3.1,18.0,47.0,3,84.31,12,1
West Africa,Female,41,Trader,22,165.63,0.203,18,10.56,0,7.0,0.0,0,,,70.0,60.0,9,415.05,4,1
Central Africa,Male,19,Trader,9,35.96,0.679,15,3.83,0,2.0,0.0,0,,,45.0,55.0,3,391.41,52,1
West Africa,Female,45,Informal worker,12,15.38,0.057,7,0.91,1,47.0,23.39,0,,,79.0,24.0,3,186.42,24,1
East Africa,Male,36,Informal worker,13,15.64,1.224,9,1.73,0,4.0,0.0,1,0.662,31.2,41.0,53.0,1,160.62,12,1
Central Africa,Male,22,Trader,11,26.52,-0.329,7,2.5,0,5.0,0.0,1,0.67,12.8,20.0,37.0,5,212.25,8,1
East Africa,Female,58,Farmer,17,52.83,1.239,11,4.74,0,6.0,0.0,0,,,42.0,55.0,5,137.47,8,1
West Africa,Male,47,Trader,20,75.0,-0.939,15,3.4,0,3.0,0.0,1,0.633,0.3,92.0,62.0,2,314.52,8,1
West Africa,Prefer not to say,47,Trader,22,24.57,0.507,11,2.17,0,6.0,0.0,1,0.76,9.4,43.0,56.0,7,396.69,52,1
East Africa,Prefer not to say,47,Farmer,28,86.78,0.509,19,7.46,1,50.0,45.47,1,0.732,13.9,40.0,66.0,8,499.6,8,1
West Africa,Male,64,Self-employed,5,20.43,-0.3,13,2.97,1,81.0,23.98,1,0.573,27.0,87.0,22.0,1,332.04,8,1
Southern Africa,Male,50,Salaried,18,33.9,0.552,16,3.5,1,54.0,18.28,0,,,88.0,51.0,8,226.85,4,0
East Africa,Male,51,Farmer,22,120.63,0.429,6,4.99,0,6.0,0.0,1,0.913,10.0,26.0,76.0,7,316.24,8,1
West Africa,Female,53,Farmer,20,91.27,1.175,20,19.09,1,71.0,41.92,0,,,41.0,56.0,4,208.88,24,1
West Africa,Male,52,Trader,10,29.5,0.081,9,1.46,0,13.0,0.0,0,,,47.0,37.0,2,198.2,4,1
Southern Africa,Female,51,Farmer,8,12.67,-0.323,9,1.65,0,0.0,0.0,1,0.846,19.9,20.0,65.0,1,246.97,52,1
East Africa,Prefer not to say,21,Informal worker,32,101.91,0.927,17,1.76,1,70.0,38.1,1,0.991,0.4,31.0,73.0,9,548.06,8,1
Southern Africa,Male,36,Salaried,22,45.1,-0.072,23,1.4,1,58.0,33.89,1,0.639,0.8,49.0,79.0,8,130.61,8,0
East Africa,Female,30,Farmer,15,82.61,1.365,12,3.87,1,76.0,28.86,1,0.75,0.4,45.0,59.0,5,1164.25,8,1
West Africa,Male,59,Self-employed,10,50.42,-0.497,15,5.78,1,72.0,10.27,1,0.727,14.7,49.0,19.0,1,2089.29,12,1
East Africa,Female,45,Salaried,34,46.81,1.319,20,5.47,1,51.0,59.11,0,,,52.0,76.0,8,631.68,4,1
East Africa,Male,42,Trader,30,66.86,1.221,18,7.76,1,59.0,12.85,0,,,39.0,47.0,7,136.64,24,1
East Africa,Female,42,Self-employed,15,66.25,0.201,12,12.56,0,3.0,0.0,1,0.796,5.9,71.0,68.0,5,118.12,12,1
Southern Africa,Male,50,Trader,24,21.61,-0.154,11,3.49,0,1.0,0.0,0,,,48.0,79.0,7,79.55,4,1
Central Africa,Female,53,Self-employed,30,79.89,-0.013,23,2.32,1,94.0,35.52,1,0.721,0.6,32.0,46.0,8,288.08,8,1
Southern Africa,Male,27,Informal worker,16,114.75,0.639,11,5.4,0,0.0,0.0,1,0.88,9.2,64.0,24.0,1,156.44,52,1
East Africa,Female,64,Farmer,32,33.95,0.651,18,5.55,1,65.0,15.39,0,,,32.0,81.0,4,245.04,24,1
East Africa,Female,53,Farmer,14,15.99,-0.251,23,6.51,0,6.0,0.0,0,,,49.0,28.0,4,122.6,12,0
East Africa,Female,27,Informal worker,17,302.68,-0.18,17,3.38,0,1.0,0.0,0,,,29.0,58.0,4,81.29,8,1
West Africa,Female,46,Salaried,16,12.73,-0.259,11,3.57,1,65.0,14.09,0,,,39.0,59.0,4,454.63,24,0
Southern Africa,Male,38,Salaried,11,33.04,-0.09,10,0.87,1,67.0,14.1,0,,,82.0,63.0,4,574.52,8,1
Central Africa,Male,35,Farmer,13,92.06,1.454,19,1.95,0,1.0,0.0,0,,,35.0,77.0,5,192.23,8,1
West Africa,Male,58,Salaried,15,94.47,-0.784,12,3.23,0,14.0,0.0,1,0.495,47.9,57.0,58.0,3,305.23,4,1
Central Africa,Female,31,Farmer,21,94.95,-0.709,16,4.34,1,30.0,44.56,0,,,63.0,72.0,12,478.97,4,1
Southern Africa,Male,57,Farmer,13,68.68,-0.32,9,1.62,0,9.0,0.0,1,0.712,17.1,27.0,51.0,1,314.1,8,0
East Africa,Male,47,Trader,11,27.28,-0.645,11,1.27,1,72.0,20.5,1,0.452,7.3,73.0,46.0,2,56.13,8,1
Central Africa,Female,56,Salaried,20,36.8,-0.138,15,2.08,0,0.0,0.0,1,0.682,0.5,76.0,84.0,5,388.3,12,1
West Africa,Male,53,Informal worker,6,29.74,-1.031,7,1.06,0,11.0,0.0,0,,,14.0,42.0,1,540.2,12,1
West Africa,Female,47,Farmer,20,83.02,1.172,12,4.78,0,12.0,0.0,1,0.97,32.8,70.0,71.0,4,345.41,4,1
West Africa,Male,26,Informal worker,9,54.78,-0.353,15,2.12,0,5.0,0.0,1,0.677,31.4,59.0,81.0,1,548.84,12,1
East Africa,Male,64,Salaried,9,25.0,0.28,11,2.68,0,13.0,0.0,0,,,68.0,43.0,3,523.82,4,1
East Africa,Female,48,Trader,6,34.86,0.702,18,1.53,1,63.0,28.24,1,0.983,15.5,23.0,43.0,2,273.91,24,1
Central Africa,Male,34,Farmer,15,27.73,0.011,11,3.32,1,86.0,23.42,0,,,24.0,55.0,7,347.86,4,1
West Africa,Female,30,Farmer,25,55.21,-0.174,15,6.69,1,56.0,48.44,0,,,51.0,59.0,6,390.63,8,1
West Africa,Male,23,Trader,12,68.04,-0.027,15,3.09,0,9.0,0.0,1,0.675,24.4,16.0,69.0,2,75.46,8,1
East Africa,Male,32,Farmer,17,52.43,-0.2,17,1.32,0,2.0,0.0,0,,,25.0,80.0,2,141.74,12,1
West Africa,Male,24,Salaried,8,73.73,-0.127,10,1.16,0,2.0,0.0,0,,,55.0,53.0,3,174.16,12,1
Southern Africa,Male,59,Trader,20,35.59,0.073,21,5.87,1,11.0,47.99,0,,,40.0,69.0,4,173.32,8,0
East Africa,Female,38,Salaried,22,105.56,0.278,10,2.7,0,6.0,0.0,1,0.982,7.5,70.0,59.0,7,76.77,52,0
Central Africa,Male,47,Self-employed,17,116.23,-0.485,13,2.85,1,54.0,25.17,0,,,61.0,31.0,1,165.22,12,0
Southern Africa,Female,55,Trader,3,108.09,-0.236,16,1.48,0,5.0,0.0,1,0.852,4.6,53.0,21.0,1,63.72,24,0
West Africa,Female,63,Farmer,9,59.55,-0.068,11,0.65,1,69.0,45.05,1,0.522,1.8,62.0,48.0,3,172.17,12,1
West Africa,Male,39,Trader,16,20.54,0.38,14,1.87,1,63.0,34.87,1,0.822,15.5,62.0,59.0,1,211.88,8,1
West Africa,Female,20,Informal worker,18,29.11,-0.845,19,1.89,0,4.0,0.0,0,,,52.0,79.0,4,668.12,8,1
Central Africa,Male,46,Farmer,18,38.06,-0.331,10,12.93,0,2.0,0.0,1,0.943,13.9,83.0,72.0,7,1291.54,4,1
Southern Africa,Female,62,Informal worker,21,62.13,-0.605,13,2.45,1,74.0,26.19,0,,,52.0,90.0,7,96.19,24,1
East Africa,Male,34,Salaried,41,257.41,1.302,21,10.97,1,65.0,77.8,0,,,88.0,89.0,13,347.49,12,1
West Africa,Female,22,Salaried,19,52.77,-0.447,20,6.22,0,10.0,0.0,0,,,63.0,70.0,7,270.8,8,1
Central Africa,Male,51,Farmer,22,29.86,-0.218,16,3.11,0,2.0,0.0,0,,,40.0,85.0,6,391.01,4,0
West Africa,Male,47,Salaried,11,65.67,-0.283,6,1.83,1,56.0,11.9,1,0.604,1.1,2.0,82.0,0,235.83,12,1
Southern Africa,Male,25,Self-employed,8,24.69,-1.113,10,2.55,0,2.0,0.0,0,,,33.0,32.0,4,71.84,12,1
Southern Africa,Male,18,Informal worker,28,138.32,0.298,23,1.87,1,84.0,34.08,1,0.947,6.5,32.0,64.0,11,677.79,4,1
West Africa,Female,42,Trader,30,49.65,1.85,16,4.74,1,22.0,42.79,0,,,53.0,99.0,2,629.05,12,1
East Africa,Male,24,Salaried,10,82.15,0.082,13,4.24,0,5.0,0.0,0,,,17.0,67.0,8,93.81,8,0
West Africa,Prefer not to say,26,Salaried,15,55.6,1.119,14,8.96,1,84.0,18.46,1,0.951,13.1,60.0,65.0,4,141.23,4,1
East Africa,Male,32,Informal worker,13,40.28,-0.237,11,4.11,0,1.0,0.0,0,,,76.0,77.0,5,296.05,4,1
Central Africa,Male,40,Informal worker,17,25.65,0.689,24,2.32,1,90.0,21.07,1,0.851,18.3,86.0,71.0,12,816.69,12,1
Southern Africa,Male,56,Farmer,26,57.54,-0.061,10,2.77,1,70.0,51.64,0,,,48.0,47.0,4,299.28,12,1
Southern Africa,Male,38,Farmer,18,19.31,0.08,10,3.21,0,16.0,0.0,1,0.97,13.7,35.0,64.0,3,511.97,8,1
East Africa,Female,57,Salaried,11,60.45,0.545,14,1.97,1,30.0,19.35,0,,,61.0,59.0,4,786.7,4,1
West Africa,Male,46,Salaried,19,101.76,-0.014,23,1.96,0,9.0,0.0,0,,,14.0,80.0,6,215.01,52,1
Southern Africa,Female,36,Trader,17,56.2,0.214,14,1.13,1,68.0,22.99,0,,,30.0,65.0,2,69.82,4,0
East Africa,Male,41,Trader,22,48.82,-0.089,14,4.74,0,2.0,0.0,0,,,41.0,92.0,5,260.6,8,0
West Africa,Male,24,Farmer,15,40.11,0.084,13,2.26,0,9.0,0.0,1,0.802,15.5,76.0,49.0,4,239.26,12,1
East Africa,Male,63,Farmer,13,54.62,0.415,12,1.67,1,76.0,21.62,1,0.522,6.3,27.0,54.0,4,225.98,8,1
East Africa,Female,32,Salaried,22,41.86,1.145,16,2.7,1,60.0,35.71,1,0.756,13.4,62.0,62.0,5,409.46,24,1
Southern Africa,Male,60,Trader,23,59.52,0.792,13,8.26,0,6.0,0.0,0,,,71.0,35.0,6,417.82,12,1
West Africa,Female,48,Salaried,13,15.18,-0.224,10,2.47,1,38.0,8.66,0,,,54.0,20.0,2,459.2,8,1
Central Africa,Male,31,Farmer,22,30.9,0.831,8,3.24,1,67.0,30.65,1,0.728,6.7,38.0,48.0,5,465.66,12,1
East Africa,Male,40,Informal worker,9,35.77,0.265,10,7.58,0,17.0,0.0,0,,,71.0,76.0,4,421.97,12,1
West Africa,Female,23,Farmer,13,19.13,-0.339,14,2.43,0,2.0,0.0,1,0.593,26.0,29.0,85.0,3,318.09,24,1
West Africa,Female,46,Salaried,37,113.35,0.483,24,9.78,1,66.0,45.66,1,0.938,2.1,48.0,54.0,17,197.35,12,0
Southern Africa,Female,21,Farmer,18,83.48,-0.79,17,4.7,0,15.0,0.0,0,,,63.0,33.0,1,82.06,8,0
East Africa,Male,48,Farmer,19,36.98,1.284,19,2.96,1,51.0,52.69,1,0.783,6.2,48.0,88.0,9,213.15,12,1
East Africa,Female,27,Informal worker,31,86.74,-0.416,17,4.12,1,32.0,31.75,0,,,51.0,63.0,6,565.59,8,0
West Africa,Male,24,Farmer,16,17.77,-0.232,15,2.96,1,80.0,14.03,0,,,43.0,53.0,5,406.62,8,1
Southern Africa,Prefer not to say,28,Farmer,15,58.31,0.223,15,1.41,0,1.0,0.0,0,,,69.0,60.0,2,151.83,24,1
Southern Africa,Male,22,Self-employed,20,44.71,-0.44,10,3.92,1,52.0,20.41,1,0.912,0.9,3.0,57.0,3,556.9,8,1
West Africa,Female,59,Informal worker,19,22.67,0.914,10,4.75,0,11.0,0.0,0,,,6.0,58.0,2,438.19,8,1
Central Africa,Male,61,Trader,3,19.79,1.028,12,1.32,0,8.0,0.0,1,0.817,13.4,50.0,73.0,2,85.04,24,1
West Africa,Female,61,Informal worker,10,15.33,-0.192,11,2.32,0,4.0,0.0,0,,,38.0,42.0,4,33.45,24,0
West Africa,Female,51,Trader,24,89.04,0.103,10,4.63,1,81.0,19.43,1,0.936,53.4,60.0,68.0,3,234.04,12,1
East Africa,Female,28,Farmer,14,50.18,-0.402,10,2.97,1,46.0,28.48,1,0.908,9.5,43.0,28.0,6,357.05,24,1
Southern Africa,Male,53,Trader,17,67.74,0.058,13,1.31,0,1.0,0.0,0,,,30.0,61.0,3,123.8,24,1
West Africa,Male,53,Trader,12,20.95,-0.915,24,2.04,0,14.0,0.0,1,0.875,18.3,73.0,89.0,4,910.1,4,0
East Africa,Female,29,Farmer,22,99.64,0.314,12,6.69,0,6.0,0.0,1,0.754,20.4,85.0,80.0,5,419.14,12,0
West Africa,Female,57,Informal worker,17,17.74,0.486,19,4.26,1,58.0,21.79,0,,,35.0,41.0,5,889.79,12,0
East Africa,Female,64,Farmer,19,48.57,-0.263,15,4.09,0,1.0,0.0,1,0.732,4.5,63.0,38.0,3,162.99,4,1
Southern Africa,Male,35,Trader,10,188.93,0.148,9,4.04,1,70.0,6.75,1,0.859,35.1,67.0,34.0,6,329.22,8,1
Central Africa,Male,45,Trader,24,25.97,0.75,17,2.87,0,1.0,0.0,0,,,66.0,81.0,1,101.93,12,1
East Africa,Male,58,Trader,11,36.38,0.03,13,5.01,0,9.0,0.0,1,0.891,16.0,69.0,53.0,2,238.68,4,1
East Africa,Female,30,Informal worker,36,34.14,0.143,25,1.5,1,91.0,45.03,0,,,57.0,61.0,6,372.38,4,1
East Africa,Male,64,Trader,23,55.81,1.096,17,5.83,1,65.0,56.97,0,,,43.0,65.0,14,482.88,12,1
West Africa,Male,32,Farmer,21,31.83,-0.236,11,2.22,0,4.0,0.0,1,0.944,10.7,38.0,47.0,8,188.56,52,0
West Africa,Female,63,Farmer,21,14.92,-0.038,20,5.46,1,86.0,24.35,1,0.756,13.7,32.0,98.0,7,125.99,8,1
Central Africa,Female,28,Trader,5,45.88,-0.623,10,1.09,1,46.0,16.33,1,0.82,7.8,55.0,74.0,2,238.55,12,1
West Africa,Female,52,Informal worker,26,62.12,0.487,17,6.88,1,86.0,35.05,0,,,74.0,28.0,6,186.2,12,1
Southern Africa,Male,42,Informal worker,13,21.97,-1.21,15,1.85,0,13.0,0.0,0,,,28.0,20.0,3,154.83,24,0
West Africa,Male,35,Informal worker,21,95.64,-0.7,17,2.38,0,2.0,0.0,1,0.667,6.1,52.0,84.0,5,114.63,12,1
Southern Africa,Male,38,Farmer,11,37.62,-1.025,7,2.56,0,9.0,0.0,0,,,38.0,41.0,2,287.36,8,0
West Africa,Male,28,Farmer,7,27.62,-0.263,13,5.7,0,2.0,0.0,0,,,56.0,41.0,1,237.76,24,0
Central Africa,Female,49,Informal worker,21,64.88,-0.451,15,1.93,1,82.0,46.17,1,0.632,7.6,60.0,59.0,6,2036.39,4,1
Southern Africa,Male,64,Self-employed,23,89.93,-0.264,17,2.05,0,17.0,0.0,0,,,37.0,67.0,9,284.62,12,1
West Africa,Male,45,Farmer,13,30.02,-1.069,8,1.59,0,5.0,0.0,0,,,72.0,43.0,2,241.99,52,0
Southern Africa,Male,30,Informal worker,12,41.64,-0.837,14,4.69,0,5.0,0.0,0,,,50.0,50.0,4,81.52,24,1
East Africa,Female,49,Farmer,9,42.01,-0.517,11,1.73,1,29.0,12.3,0,,,35.0,70.0,2,46.51,12,1
West Africa,Female,38,Self-employed,7,19.62,-1.117,7,1.05,0,1.0,0.0,0,,,12.0,18.0,1,96.15,8,0
West Africa,Male,61,Trader,12,22.51,-0.103,11,0.64,0,6.0,0.0,1,0.793,8.7,44.0,37.0,4,158.91,8,1
Southern Africa,Male,30,Farmer,14,25.53,-0.242,10,1.94,0,5.0,0.0,0,,,34.0,61.0,4,285.91,8,0
Southern Africa,Male,42,Farmer,13,19.42,0.484,15,1.69,0,19.0,0.0,1,0.585,76.1,26.0,17.0,5,748.6,24,1
West Africa,Female,41,Informal worker,13,35.04,0.89,14,3.11,0,2.0,0.0,0,,,65.0,52.0,6,231.0,8,1
Central Africa,Male,59,Informal worker,4,38.31,-0.441,13,1.91,0,5.0,0.0,0,,,51.0,44.0,5,101.72,4,1
West Africa,Male,23,Informal worker,21,107.08,0.634,20,2.45,1,51.0,77.57,0,,,56.0,66.0,5,574.29,12,1
West Africa,Female,47,Informal worker,3,28.62,-0.016,12,0.93,0,8.0,0.0,1,0.583,15.9,66.0,17.0,2,437.04,4,1
East Africa,Female,56,Farmer,25,135.57,0.559,16,4.2,0,3.0,0.0,0,,,30.0,89.0,10,196.82,8,1
West Africa,Female,34,Trader,7,13.94,-0.803,5,1.52,1,31.0,19.02,1,0.72,13.2,39.0,79.0,3,503.51,8,1
West Africa,Male,41,Salaried,17,108.75,0.467,8,4.08,1,86.0,12.71,1,0.403,0.8,60.0,63.0,5,105.14,8,1
East Africa,Female,31,Farmer,22,96.34,-0.596,10,2.48,1,72.0,20.61,0,,,24.0,36.0,6,76.5,24,0
West Africa,Male,37,Trader,15,20.12,0.271,22,2.89,0,5.0,0.0,0,,,44.0,55.0,6,450.26,8,1
West Africa,Male,62,Trader,30,31.12,0.266,13,3.73,0,3.0,0.0,1,0.51,27.3,27.0,32.0,7,636.4,24,1
Southern Africa,Female,35,Farmer,16,33.02,0.193,11,2.0,1,73.0,17.0,0,,,48.0,72.0,6,74.56,12,1
East Africa,Male,27,Farmer,18,62.49,0.099,10,2.69,0,11.0,0.0,0,,,33.0,50.0,5,201.71,8,1
Southern Africa,Female,45,Informal worker,12,11.65,0.837,10,4.31,1,59.0,12.34,0,,,31.0,73.0,4,72.51,8,1
East Africa,Male,40,Informal worker,15,45.39,-0.578,16,2.52,1,54.0,23.28,0,,,43.0,61.0,3,255.33,8,1
East Africa,Male,54,Trader,21,101.19,1.047,7,4.37,0,7.0,0.0,0,,,49.0,82.0,10,990.17,8,1
West Africa,Female,19,Trader,19,135.01,0.048,7,5.29,0,4.0,0.0,0,,,69.0,38.0,1,236.18,12,1
Southern Africa,Male,60,Salaried,17,146.32,1.173,19,1.51,1,64.0,39.46,0,,,56.0,66.0,9,386.0,52,1
West Africa,Female,50,Salaried,23,44.84,-0.526,15,5.76,0,11.0,0.0,1,0.775,8.8,21.0,93.0,6,983.55,12,1
West Africa,Female,57,Salaried,16,26.88,-0.184,10,5.95,0,0.0,0.0,0,,,65.0,26.0,5,170.48,4,0
Southern Africa,Male,37,Trader,16,87.56,0.204,13,3.73,1,97.0,11.82,1,0.636,5.8,54.0,52.0,10,693.02,4,0
Southern Africa,Female,38,Self-employed,25,173.91,0.721,24,2.51,0,0.0,0.0,0,,,13.0,94.0,8,345.99,12,0
East Africa,Female,33,Salaried,16,66.58,-0.862,14,7.13,1,60.0,29.25,0,,,28.0,28.0,6,487.57,12,1
West Africa,Female,57,Farmer,12,16.42,-0.606,12,1.71,0,4.0,0.0,1,0.697,11.7,80.0,37.0,3,150.05,12,0
West Africa,Male,21,Informal worker,21,59.19,-0.194,18,4.83,1,58.0,42.09,0,,,55.0,52.0,6,149.09,12,1
East Africa,Female,42,Trader,35,53.06,1.696,20,2.75,1,69.0,44.59,0,,,53.0,94.0,12,316.74,24,1
Southern Africa,Female,30,Informal worker,20,26.94,0.29,25,3.59,1,33.0,35.09,1,0.856,16.9,61.0,61.0,7,525.48,8,1
East Africa,Female,47,Salaried,15,59.32,-0.51,13,4.5,0,2.0,0.0,1,0.854,11.3,39.0,29.0,6,263.71,4,1
West Africa,Male,63,Farmer,13,31.47,0.631,10,2.31,1,36.0,9.72,1,0.83,3.9,31.0,79.0,3,386.69,8,1
West Africa,Male,49,Trader,27,257.58,0.161,17,3.07,0,14.0,0.0,1,0.482,11.2,71.0,53.0,5,235.44,8,0
East Africa,Female,20,Farmer,26,25.26,0.822,14,2.57,0,2.0,0.0,1,0.549,10.3,47.0,70.0,7,75.54,12,0
Southern Africa,Female,36,Informal worker,5,5.05,-0.958,9,1.64,0,12.0,0.0,1,0.875,12.8,19.0,91.0,0,522.21,4,0
West Africa,Female,19,Informal worker,21,75.1,-0.2,15,2.26,0,20.0,0.0,0,,,5.0,52.0,4,445.41,8,1
West Africa,Female,40,Farmer,16,127.79,-0.202,10,2.22,1,35.0,19.23,0,,,55.0,73.0,6,593.76,4,1
West Africa,Male,26,Self-employed,11,48.27,0.274,8,0.81,1,42.0,13.98,1,0.547,3.3,53.0,25.0,6,875.16,4,1
West Africa,Female,50,Trader,15,39.6,0.485,16,2.77,0,9.0,0.0,1,0.674,3.1,44.0,76.0,8,281.97,4,1
East Africa,Male,43,Trader,16,21.22,0.718,7,2.82,0,5.0,0.0,1,0.643,11.2,79.0,62.0,5,511.11,12,0
West Africa,Male,32,Trader,10,15.69,1.038,11,1.32,1,86.0,22.59,1,0.894,39.2,72.0,46.0,5,308.43,12,1
East Africa,Male,58,Salaried,21,40.19,0.621,19,3.79,0,6.0,0.0,0,,,33.0,90.0,4,1339.78,24,1
Southern Africa,Female,53,Salaried,16,26.43,-0.333,13,7.39,0,0.0,0.0,0,,,44.0,47.0,7,440.57,4,1
Central Africa,Male,47,Salaried,12,46.74,0.486,17,1.52,1,43.0,31.51,0,,,16.0,37.0,3,317.87,12,1
Central Africa,Male,34,Salaried,17,38.1,-0.025,15,0.95,1,45.0,21.77,0,,,76.0,50.0,3,453.67,12,1
West Africa,Male,30,Farmer,10,32.23,-0.263,14,1.48,1,85.0,13.59,0,,,20.0,31.0,1,103.35,12,1
West Africa,Male,45,Farmer,16,29.0,0.036,13,3.33,1,41.0,22.89,0,,,36.0,82.0,6,500.46,12,1
West Africa,Female,55,Informal worker,19,47.26,-0.449,16,2.14,0,1.0,0.0,1,0.575,6.1,42.0,97.0,3,464.38,4,0
Southern Africa,Male,57,Farmer,6,77.57,-0.513,9,2.64,0,5.0,0.0,0,,,95.0,60.0,6,137.27,24,0
West Africa,Male,54,Farmer,10,9.69,-1.062,13,0.87,0,11.0,0.0,0,,,45.0,19.0,1,175.78,52,1
East Africa,Male,19,Trader,27,37.65,-0.704,17,4.27,1,84.0,29.42,1,0.57,11.4,66.0,52.0,8,516.68,52,1
West Africa,Female,64,Farmer,9,25.25,-0.145,8,1.3,0,1.0,0.0,1,0.704,11.6,38.0,57.0,2,272.03,8,1
West Africa,Female,29,Farmer,22,51.78,1.344,14,3.59,1,90.0,27.76,1,0.699,5.6,35.0,85.0,4,884.43,8,1
Southern Africa,Female,18,Trader,21,153.38,0.59,26,2.41,0,2.0,0.0,1,0.949,9.9,41.0,89.0,4,110.08,12,1
Southern Africa,Male,44,Self-employed,25,27.73,0.994,16,2.3,0,7.0,0.0,0,,,84.0,65.0,7,983.0,8,0
East Africa,Male,39,Trader,20,8.46,1.297,14,3.93,0,16.0,0.0,1,0.823,2.9,79.0,61.0,2,112.42,12,1
Central Africa,Male,22,Self-employed,27,151.56,-0.01,16,4.59,1,66.0,45.61,0,,,71.0,58.0,10,681.31,4,1
West Africa,Prefer not to say,28,Trader,29,33.84,1.696,20,1.75,1,62.0,34.03,0,,,30.0,73.0,12,436.31,12,1
West Africa,Male,27,Salaried,20,32.87,0.903,14,1.43,0,1.0,0.0,0,,,71.0,46.0,5,384.93,4,1
East Africa,Male,38,Farmer,20,46.59,-0.128,8,1.5,1,87.0,15.1,0,,,78.0,69.0,4,166.33,24,1
Southern Africa,Female,53,Trader,25,142.23,-0.233,22,8.63,1,18.0,29.29,1,0.85,13.3,72.0,28.0,14,766.82,12,1
East Africa,Female,50,Trader,17,35.04,0.476,19,4.69,1,83.0,59.34,1,0.873,2.4,14.0,67.0,10,296.86,12,1
West Africa,Male,19,Farmer,11,17.0,1.063,13,1.98,0,6.0,0.0,1,0.197,8.9,18.0,55.0,0,193.05,24,1
Central Africa,Female,26,Salaried,26,27.29,0.837,14,3.88,0,12.0,0.0,1,0.934,12.0,60.0,59.0,7,671.84,8,1
West Africa,Male,46,Trader,16,48.84,-0.42,15,2.37,1,85.0,31.95,1,0.442,10.4,40.0,88.0,4,194.69,4,1
East Africa,Male,55,Trader,33,215.87,1.287,20,8.15,0,5.0,0.0,0,,,59.0,86.0,11,214.82,12,1
East Africa,Male,19,Informal worker,25,39.6,0.115,13,4.47,0,1.0,0.0,0,,,62.0,83.0,7,135.45,24,1
Central Africa,Prefer not to say,33,Informal worker,18,24.43,0.308,4,1.79,1,65.0,9.96,1,0.914,28.4,16.0,54.0,2,176.83,8,1
Southern Africa,Male,23,Farmer,14,51.81,-0.374,16,3.23,0,14.0,0.0,1,0.798,0.2,61.0,50.0,5,944.87,52,0
Central Africa,Female,40,Trader,5,33.23,-0.09,5,0.82,0,2.0,0.0,0,,,54.0,56.0,2,128.63,24,1
West Africa,Male,36,Informal worker,11,62.7,-0.417,6,1.87,1,57.0,17.16,0,,,38.0,31.0,4,210.83,12,0
East Africa,Female,26,Trader,26,63.11,-0.686,13,1.62,0,1.0,0.0,0,,,48.0,76.0,5,163.25,24,1
Southern Africa,Female,63,Informal worker,9,119.7,0.046,8,1.71,1,71.0,53.16,0,,,54.0,84.0,8,183.3,52,1
East Africa,Female,53,Trader,17,50.26,-0.667,13,0.82,1,18.0,39.46,0,,,26.0,24.0,5,639.33,24,1
East Africa,Female,43,Self-employed,39,106.32,0.532,19,5.08,0,12.0,0.0,1,0.846,1.2,47.0,33.0,12,216.27,8,0
Central Africa,Female,53,Informal worker,12,42.85,-0.906,7,3.12,0,8.0,0.0,1,0.896,1.1,39.0,22.0,3,637.46,12,0
West Africa,Female,32,Informal worker,11,11.67,-0.416,14,1.27,0,7.0,0.0,0,,,47.0,50.0,2,217.23,24,0
East Africa,Male,61,Salaried,10,21.82,-0.506,13,1.55,0,1.0,0.0,1,0.872,2.9,36.0,24.0,2,163.58,4,1
Central Africa,Prefer not to say,37,Self-employed,15,21.32,-0.008,17,2.24,0,8.0,0.0,1,0.409,20.7,73.0,59.0,5,224.5,4,1
Central Africa,Male,36,Salaried,22,63.32,0.187,15,6.68,0,5.0,0.0,1,0.967,13.8,69.0,79.0,6,449.75,8,1
Central Africa,Male,44,Informal worker,14,17.95,-0.82,5,0.99,1,53.0,13.84,1,0.501,36.7,45.0,90.0,7,176.94,8,1
Central Africa,Male,45,Salaried,29,31.97,0.298,19,8.15,0,2.0,0.0,0,,,40.0,51.0,7,135.36,52,1
West Africa,Male,47,Trader,14,101.21,0.33,17,8.62,0,12.0,0.0,0,,,17.0,84.0,10,475.17,4,1
Central Africa,Female,57,Salaried,13,16.79,-0.031,14,2.7,0,0.0,0.0,0,,,79.0,41.0,5,341.34,52,0
East Africa,Male,30,Informal worker,14,166.32,-0.069,12,4.17,0,9.0,0.0,0,,,39.0,49.0,3,279.92,4,1
Southern Africa,Male,51,Informal worker,11,18.32,-0.825,8,1.97,1,77.0,11.05,1,0.449,7.7,49.0,69.0,1,240.53,24,1
East Africa,Female,27,Salaried,37,97.6,0.344,24,6.97,0,4.0,0.0,0,,,67.0,59.0,15,615.53,8,1
Southern Africa,Female,29,Informal worker,8,12.9,0.021,13,2.78,1,39.0,19.43,0,,,38.0,39.0,1,148.59,24,1
East Africa,Male,41,Informal worker,13,23.18,0.135,12,7.6,0,13.0,0.0,0,,,28.0,73.0,2,272.68,12,1
Southern Africa,Prefer not to say,42,Self-employed,24,104.57,-0.799,18,6.29,0,2.0,0.0,0,,,69.0,53.0,5,113.29,8,1
